Dim1,Dim2,Dim3,Val
battery,p120,2045,-37993.50631
battery,p120,2050,-99701.15129
battery,p121,2016,-124.0275254
battery,p121,2018,-35.54511653
battery,p121,2022,-0.004782494
battery,p121,2024,-8.222400998
battery,p121,2028,-108.6119468
battery,p121,2030,-1553.0227
battery,p121,2040,-15445.00545
battery,p121,2045,-104609.4478
battery,p121,2050,-179907.0445
battery,p122,2014,-129.8823529
battery,p122,2022,-3283.213733
battery,p122,2024,-3320.008802
battery,p122,2026,-2284.816133
battery,p122,2028,-3429.96725
battery,p122,2030,-8039.127626
battery,p122,2045,-48830.69575
battery,p122,2050,-2475047.382
battery,p123,2035,-1058.275544
battery,p123,2040,-45088.58796
battery,p123,2045,-851461.3749
battery,p123,2050,-1077529.381
battery,p124,2040,-1287.88877
battery,p124,2045,-1350.533163
battery,p124,2050,-48919.00578
battery,p125,2040,-9508.870711
battery,p125,2045,-380893.5306
battery,p125,2050,-690308.0365
battery,p126,2020,-90510.15989
battery,p126,2022,-149123.3516
battery,p126,2024,-101557.7179
battery,p126,2026,-99887.16271
battery,p126,2028,-115181.7477
battery,p126,2030,-128693.7454
battery,p126,2035,-128905.6368
battery,p126,2040,-73589.27498
battery,p126,2045,-76982.93045
battery,p126,2050,-444838.2835
battery,p127,2010,-55.34117647
battery,p127,2012,-55.34117647
battery,p127,2014,-519.5294118
battery,p127,2016,-55.34117647
battery,p127,2018,-55.34117647
battery,p127,2020,-18635.85551
battery,p127,2022,-52043.71845
battery,p127,2024,-17911.03902
battery,p127,2026,-29130.89723
battery,p127,2028,-199045.5189
battery,p127,2030,-303018.7854
battery,p127,2035,-983137.6987
battery,p127,2040,-1269661.315
battery,p127,2045,-1386112.473
battery,p127,2050,-3713728.026
battery,p128,2020,-5534.227811
battery,p128,2022,-12988.23529
battery,p128,2024,-6944.235627
battery,p128,2026,-4018.182421
battery,p128,2028,-30837.1786
battery,p128,2030,-91936.33862
battery,p128,2035,-344846.046
battery,p128,2040,-220921.9757
battery,p128,2045,-314283.1376
battery,p128,2050,-280120.0121
battery,p129,2016,-30.94838869
battery,p129,2018,-1.099750816
battery,p129,2020,-2.706584567
battery,p129,2022,-1.450467198
battery,p129,2026,-625.3826311
battery,p129,2028,-712.7590574
battery,p129,2030,-86.11764706
battery,p129,2040,-19210.97377
battery,p129,2045,-62252.80349
battery,p129,2050,-96431.28975
battery,p130,2040,-42092.10592
battery,p130,2045,-112117.7257
battery,p130,2050,-116746.8171
battery,p131,2040,-2594.560348
battery,p131,2045,-12158.79122
battery,p131,2050,-1486026.468
battery,p132,2016,-5.534117647
battery,p132,2028,-847.586983
battery,p132,2030,-1053.493122
battery,p132,2040,-63537.14586
battery,p132,2045,-174497.024
battery,p132,2050,-231976.1744
battery,p133,2040,-27475.05253
battery,p133,2045,-79618.17019
battery,p133,2050,-443824.1985
battery,p134,2016,-479.0554309
battery,p134,2018,-96.48323112
battery,p134,2020,-29.12988034
battery,p134,2022,-27.98103846
battery,p134,2024,-29.46557124
battery,p134,2026,-2674.006785
battery,p134,2028,-4543.451039
battery,p134,2030,-5762.323708
battery,p134,2040,-81846.07968
battery,p134,2045,-180806.4993
battery,p134,2050,-330793.576
biopower,p3,2010,127109.5714
biopower,p3,2014,59595.12611
biopower,p3,2026,13090.21875
biopower,p3,2030,142371.6479
biopower,p5,2014,18812.21657
biopower,p5,2024,14573.2455
biopower,p5,2026,13539.9909
biopower,p5,2028,14573.2455
biopower,p5,2050,7995.4225
biopower,p8,2010,20733.66112
biopower,p8,2014,17952.3
biopower,p8,2024,11220.1875
biopower,p8,2026,89984.81705
biopower,p8,2028,89984.81705
biopower,p8,2030,102037.9986
biopower,p8,2035,89984.81705
biopower,p9,2010,183735.8064
biopower,p9,2012,81015.44958
biopower,p9,2014,306846.7104
biopower,p9,2016,24684.4125
biopower,p9,2018,82384.54074
biopower,p9,2020,34558.1775
biopower,p9,2022,82384.54074
biopower,p9,2024,244776.2262
biopower,p9,2026,1052207.749
biopower,p9,2028,1435408.985
biopower,p9,2030,1577127.659
biopower,p9,2035,743957.4321
biopower,p9,2040,193853.1
biopower,p9,2045,194617.5
biopower,p9,2050,164729.46
biopower,p10,2010,255891.2341
biopower,p10,2014,250814.2293
biopower,p10,2022,74375.7864
biopower,p10,2024,293692.5695
biopower,p10,2026,626509.4868
biopower,p10,2028,1018697.514
biopower,p10,2030,1106198.58
biopower,p10,2035,411384.7572
biopower,p10,2040,291563.3445
biopower,p10,2045,154581.9
biopower,p10,2050,144199.6008
biopower,p14,2014,41904.396
biopower,p14,2024,23238.4185
biopower,p14,2026,35537.706
