Dim1,Dim2,Dim3,Val
battery,p122,2045,-3051326.958
battery,p122,2050,-3884136.574
battery,p123,2035,-1073410.742
battery,p123,2040,-1498012.775
battery,p123,2045,-1838685.764
battery,p123,2050,-1822408.821
battery,p124,2035,-33858.26653
battery,p124,2040,-48692.23294
battery,p124,2045,-54136.83962
battery,p124,2050,-61931.41787
battery,p125,2035,-455492.7169
battery,p125,2040,-480298.0895
battery,p125,2045,-567663.1771
battery,p125,2050,-749253.2363
battery,p126,2020,-90510.15989
battery,p126,2022,-185281.9567
battery,p126,2024,-163286.6763
battery,p126,2026,-99765.4867
battery,p126,2028,-97062.12515
battery,p126,2030,-31168.69906
battery,p126,2035,-378269.9331
battery,p126,2040,-455974.6095
battery,p126,2045,-614221.015
battery,p126,2050,-953298.9562
battery,p127,2010,-55.34117647
battery,p127,2012,-55.34117647
battery,p127,2014,-519.5294118
battery,p127,2016,-55.34117647
battery,p127,2018,-55.34117647
battery,p127,2020,-17658.66948
battery,p127,2022,-52043.71845
battery,p127,2024,-78160.46837
battery,p127,2026,-20279.54818
battery,p127,2028,-312264.7505
battery,p127,2030,-939408.7351
battery,p127,2035,-1744581.504
battery,p127,2040,-1596334.842
battery,p127,2045,-2023016.399
battery,p127,2050,-2092411.142
battery,p128,2020,-6494.117647
battery,p128,2022,-12988.23529
battery,p128,2024,-19930.17815
battery,p128,2026,-3185.709532
battery,p128,2028,-35256.74342
battery,p128,2030,-210536.4539
battery,p128,2035,-938083.4604
battery,p128,2040,-766242.6488
battery,p128,2045,-645295.1402
battery,p128,2050,-295914.9255
battery,p129,2016,-30.94838869
battery,p129,2018,-1.099750816
battery,p129,2020,-2.706584567
battery,p129,2022,-1.450467198
battery,p129,2026,-597.4312289
battery,p129,2028,-1210.903897
battery,p129,2030,-1146.865658
battery,p129,2035,-4916.855235
battery,p129,2040,-48751.47909
battery,p129,2045,-109324.9295
battery,p129,2050,-68673.48134
battery,p130,2035,-246502.9072
battery,p130,2040,-280165.4025
battery,p130,2045,-301287.1667
battery,p130,2050,-99092.35704
battery,p131,2035,-601319.3941
battery,p131,2040,-714029.904
battery,p131,2045,-714428.983
battery,p131,2050,-1927553.618
battery,p132,2016,-5.534117647
battery,p132,2028,-950.1563049
battery,p132,2030,-1106.988869
battery,p132,2035,-350948.3395
battery,p132,2040,-638925.8995
battery,p132,2045,-619191.0197
battery,p133,2035,-125685.3404
battery,p133,2040,-154144.0754
battery,p133,2045,-474949.0928
battery,p133,2050,-395716.7585
battery,p134,2016,-479.0554309
battery,p134,2018,-96.48323112
battery,p134,2020,-29.12988034
battery,p134,2022,-27.9824406
battery,p134,2024,-25.34058029
battery,p134,2026,-2266.797061
battery,p134,2028,-9096.438327
battery,p134,2030,-9741.660642
battery,p134,2035,-171711.9648
battery,p134,2040,-254073.947
battery,p134,2045,-307398.7614
battery,p134,2050,-464076.7108
biopower,p3,2010,127109.5714
biopower,p3,2014,59595.12611
biopower,p3,2026,77199.8489
biopower,p3,2028,142371.6479
biopower,p3,2030,142371.6479
biopower,p5,2014,18812.21657
biopower,p5,2026,22921.5555
biopower,p5,2028,46579.86029
biopower,p5,2030,45894.10625
biopower,p5,2035,28006.56069
biopower,p5,2040,12322.8315
biopower,p5,2045,13429.89
biopower,p5,2050,15628.1895
biopower,p6,2035,36454.56369
biopower,p6,2040,14661.045
